id,id_marque,id_modele,designation,annee,kilometrage,prix
735,21,86,MÃ©gane 3 130 DCi Dynamique PROMO 16490 \u0080,2008,24123,16490
736,21,86,MÃ©gane 3 130 DCi Dynamique PROMO 16490 \u0080,2008,24123,16490
737,21,86,Megane CC DCI luxe,2004,125000,10800
738,21,86,Megane dci expression 2007 1ere main 120000km,2007,120000,5800
739,21,86,MÃ©gane 2 Sport Dynamique,2003,105000,7800
740,21,86,Renault MEGANE II Luxe Privilege,2003,110000,17800
741,21,86,Renault megane 1.9 dci,2006,144000,7800
742,21,86,Renault Megane 1.9 DCi 120cv Confort expression,2005,67000,8500
743,21,86,MÃ©gane II 1.9 DCI 130 cv,2007,65000,11900
744,21,86,Renault mÃ©gane,2004,150000,6700
745,21,86,TOP MÃ©gane Sport Dynamique oct 2005,2006,99500,8500
746,21,86,Renault Megane 1.9dci 130CV FAP,2006,75000,9500
747,21,86,Renault mÃ©gane dci cabriolet,2004,239411,8900
748,21,86,Renault megane,2000,195000,2800
749,21,86,Renault Megane II 1.9l DCI 120cv,2003,135000,6000
750,21,86,Renault megane 2 II 120cv 1.9 dci 7 ch ARGUS 9500\u0080,2005,137000,6399
751,21,86,Megane 2 1.9l dci 120ch sport dynamique,2004,118000,6500
752,21,86,Megane cc,2005,137500,9500
753,21,86,Megane 1.9 dci 120 ch,2005,86900,10300
754,21,86,Megane2 1.9L DCI 120 ch,2004,152000,7900
755,21,87,Renault senic II dci,2003,126220,8380
756,21,87,Gd scenic 2.0 dci 150 jade&virgule,2006,94000,14500
757,21,87,ScÃ©nic 2 - 1.9 DCI Luxe PrivilÃ¨ge,2004,120000,7900
758,21,87,ScÃ©nic aigle 1&virgule,2002,181000,5200
759,21,87,Renault scenic ii,2006,66000,11000
760,21,87,Scenic 1.9 dci,2005,55000,8500
761,21,87,Jolie renault scenic 1.9 dci 120cv luxe privilege,2003,152000,5990
762,21,87,Renault Scenic II 1.9DCI 120CH 2004 118000KM,2004,118000,7200
763,21,87,Renault grand scenic pack expression 1.9l dci 120,2005,83421,10200
764,21,87,Renault scenic 1.9 dci 120 cv serie luxe dynamique,2004,133642,6700
765,21,87,Renault scenic 2 1.9 dci 120 ch. luxe privilege,2004,121000,7100
766,21,87,Renault Scenic 2 1.9 DCI 120 cv Exception,2005,108647,7790
767,21,87,Renault Scenic 2 1.9 DCI 120 cv Exception,2005,108647,7790
768,21,87,SCENIC 2 conft expression 1.9 Dci 120cv,2003,161200,6900
769,21,87,A saisir renault scenic 1.9dci 130cv exp gps,2006,633300,11800
770,21,87,A saisir renault scenic 1.9dci 130cv exp gps,2006,633300,11800
771,21,87,A saisir renault scenic 1.9dci 130cv exp gps,2006,633300,11800
772,21,87,GRAND SCENIC Luxe Privilege 1.9 d Prix Ã  dÃ©battre,2005,50500,13500
773,21,87,Renault scenic 1.9dci fairway 105ch,2002,115200,6300
774,21,87,Grand ScÃ©nic 1&virgule,2005,73000,11000
775,21,87,Grand scenic luxe dynamique 1.9 dci 130ch fap,2005,69000,12900
776,21,87,ScÃ©nic 2 - 1&virgule,2003,108000,7800
777,21,87,SCENIC II Excepion 130cv,2008,12000,18750
778,21,87,ScÃ©nic 2 - 1&virgule,2003,108000,7800
779,21,87,SCENIC II Excepion 130cv,2008,12000,18750
780,21,87,Scenic confort dynamique 150 cv 2006,2006,95000,9900
781,21,87,Grand Scenic 7 pl Luxe PrivilÃ¨ge DCI 120cv 76000Km,2005,76000,11900
782,21,87,Renault scenic II 1l9 DCI 120 cv boite 6,2003,130000,6000
783,21,87,Renault Scenic 1.9DCI Confort Expression,2004,139000,6300
784,21,87,Grand Scenic 7 pl Luxe PrivilÃ¨ge DCI 120cv 76000Km,2005,76000,11900
785,21,87,Scenic dci echange possible,2001,191000,4800
786,21,87,Renault grand scenic 1.9dci 130cv luxe privilege,2006,107000,10990
787,21,87,Renault scenic 1.9dci 120cv dynamique to pano,2006,112000,9000
788,21,87,Scenic dci120cv luxe dynamique toit pano gps cuir,2005,106000,8500
789,21,87,Renault scÃ©nic,2008,31000,17900
790,21,87,Scenic dci120cv luxe dynamique toit pano gps cuir,2005,106000,8500
791,21,87,Renault scÃ©nic,2008,31000,17900
792,21,87,Renault scenic iii 1.9 dci 105cv luxe dynamique,2005,70991,11500
793,21,87,Renault scenic grand confort gps 7 place dci dms,2005,113000,7900
794,21,87,Renault Scenic III 1.9 DCI 130 FAP PRIVILEGE 7 pl,2009,4159,22500
795,21,87,Scenic 1.9 dci 12o ch luxe dynamique,2005,132000,8500
796,21,87,Scenic 1.9 dci 12o ch luxe dynamique,2005,132000,8500
797,21,87,Renault Grand Scenic 3 - 2.0 DCI 160 JADE 7 places,2009,49900,19970
798,21,87,Renault Grand Scenic 3 - 2.0 DCI 160 JADE 7 places,2009,49900,19970
799,21,87,ScÃ©nic II 1.9L dCi 130cv Luxe Dynamique,2005,66000,14200
800,21,87,Grand ScÃ©nic 3 Expression 7 places 1.9 dCi 130 cv,2009,10000,20700
801,21,87,Renault scenic ii 1.9 dci 120 ch confort expressio,2004,70000,9500
802,21,87,Renault scenic dci 120cv sport dynamique ct vierge,2004,78000,8990
803,21,87,Scenic 2 privilege 1.9 dci 130cv 7 places gtie 1an,2006,50000,13990
804,21,87,Renault Scenic II 1.9 DCI 120 CH LUXE,2005,100877,9700
805,21,87,Renault scenic 1.9 dci confort expression,2003,133780,9300
806,21,87,RENAULT SCENIC II 1.9l dci 120ch Pack Expression,2005,95000,8300
807,21,87,Scenic 1.9dci 120ch de 2006 Ã©change possible,2006,155000,8000
808,21,87,Senic RX4 toutes options,2002,110000,7000
809,21,87,SENIC II CONFORT EXPRESSION 1&virgule,2004,115000,6800
810,21,87,Grand scenic 2.0 dci 150 ch dynamique 5 places,2007,38429,15790
811,21,87,Grand ScÃ©nic 5 Places JADE 1.9Dci 130 CV,2009,5000,24000
812,21,87,Renault Grand Scenic III 2.0 Dci 160 cv Jade 7 pl,2009,49500,19970
813,21,87,Grand scenic 1.9 dci 120 cv 7 places sarl luxauto,2005,135000,8900
814,21,87,Renault scenic 1.9l dti 100cv,2000,195000,3300
815,21,87,Grand SCENIC 7 places 1.9DCI 120&virgule,2005,57800,12500
816,21,87,Scenic I phase II 1&virgule,2002,111000,6200
817,21,87,Renault scenic 2 1.9 dci 120 ch confort dynamique,2005,112000,8400
818,21,87,Renault scenic ii 1.9 dci 130 cv exception,2008,55000,15500
819,21,87,Grand ScÃ©nic 1.9 dci 120ch luxe TOIT PANORAMIQUE,2004,98000,10200
820,21,87,Renault Scenic II 1.9 dci 120ch confort expression,2005,81000,9800
821,21,87,Renault Scenic luxe privilege 1.9 dci 120 cv,2006,110000,11000
822,21,87,Grand Scenic Exception 1&virgule,2005,55000,14500
823,21,87,Scenic moteur neuf 1.9dci 120ch 2003,2003,1,10500
824,21,87,Renault scenic 1.9 dti,1999,190834,3500
825,21,87,Renault ScÃ©nic I phase 2 (MÃ©gane),2001,85000,6500
826,21,87,Scenic 2 luxe privilege 1.9dci 120cv,2005,50100,11200
827,21,87,Renault scenic exception 1.9l dci 120 ch,2005,80680,13600
828,21,87,Magnifique scenic2 finition JADE 150 cv de 2007,2007,91500,18900
829,21,88,Renault trafic passenger 1.9 dci 100ch 8places,2004,131050,12500
830,21,88,Trafic 1.9 l dci 100 cv 9 places 79 000 kms.tbe,2003,79000,12200
831,21,88,Renault trafic minibus,2005,112000,11900
832,21,89,Renault velsatis carminat 2.2 dci 150cv,2005,91976,8990
833,21,89,VelSatis 2.2 DCI GPS 3D 2006 Carminat,2006,171000,7300
834,21,89,VelSatis 2.2 DCI GPS 3D 2006 Carminat,2006,171000,7300
835,21,89,Velsatis 2.2 dci 150 cv,2003,145000,6500
836,21,89,Velsatis 2.2 dci 150 cv,2003,145000,6500
837,21,89,Velsatis 2.2 dci 150 cv,2003,145000,6500
838,22,90,SAAB 9-3 Break Sport-Hatch 9.3 9 3,2006,78000,13000
839,22,90,SAAB 9-3 Break Sport-Hatch 9.3 9 3,2006,78000,13000
840,22,90,Saab 9.3 Vector TID 150,2006,58500,15990
841,22,90,SAAB 9-3 2.0t SE 150 cv,2001,80000,5700
842,22,91,Seat Alhambra 1.9 TDI 115 CH 7 places,2010,7000,19900
843,22,92,Saab 2.0 l turbo se,2000,135000,7500
844,22,92,Saab 2.0 l turbo se,2000,135000,7500
845,23,93,Seat altea 1.9tdi seduce -- prix a debattre -,2009,18200,15500
846,23,93,Altea 2.0 tdi 140cv,2005,123500,9500
847,23,93,Seat AltÃ©a 1.9 TDI 105 CV BVMS STYLANCE,2006,66500,10500
848,23,93,Seat altea 1.9 tdi 105cv an 04 151000km 6900e,2004,151000,6900
849,23,93,Seat altea seduce 1.9 tdi 105 ch,2009,10500,15900
850,23,94,Seat cordoba sport 1.9 tdi 90cv,2001,130000,4490
851,23,95,"Skoda Fabia combi "" Tour de France""",2007,78500,8800
852,23,96,Seat Ibiza Stylance Noir 1.9 TDI 105CV,2009,11400,12900
853,23,96,Seat Ibiza Stylance Noir 1.9 TDI 105CV,2009,11400,12900
854,23,96,Urgent jolie seat ibiza 1.9 tdi 130ch fr,2007,68500,10600
855,23,96,Urgent jolie seat ibiza 1.9 tdi 130ch fr,2007,68500,10600
856,23,96,Seat ibiza sport edition 1&virgule,2008,53000,9200
857,23,96,Seat ibiza cupra 1.9tdi 160ch,2007,58000,12500
858,23,96,Nouvelle seat ibiza tdi 105 cv 08/2008,2008,36000,11800
859,23,96,Nouvelle seat ibiza grand via 1&virgule,2009,5300,15000
860,23,96,SEAT IBIZA 1.9 TDi 100CH,2004,85000,7900
861,23,96,Seat Ibiza Fresh 1.9L TDI 100ch,2003,117500,5400
862,23,96,Seat ibiza 1&virgule,2007,39500,10900
863,23,97,Seat leon 1.9 TDI - 105 cv,2008,34000,15500
864,23,97,Superbe SEAT LEON II 2.0L TDI 140 ch,2006,95000,12500
865,23,97,Superbe SEAT LEON II 2.0L TDI 140 ch,2006,95000,12500
866,23,97,Seat leon 1.9 tdi 110ch signo grtie 3 mois,2002,162200,5990
867,23,97,Seat LÃ©on 2.0 TDI 170 CV FR BV6,2008,45450,18990
868,23,97,SEAT LEON II 1.9 tdi 105ch 9600\u0080adb 86000km,2006,86000,9600
869,23,97,Seat leon (a dÃ©battre),2009,26000,17000
870,23,97,Seat leon 1.9l TDI 105 stylance 2008,2008,41000,13000
871,23,97,Seat Leon Stylance 1&virgule,2007,91000,9900
872,23,97,URGENT SEAT leon 1.9 TDI 105ch Stylance,2006,80000,11500
873,23,97,SEAT LEON 2.0 TDI 140ch STYLANCE,2008,33000,16000
874,23,97,Seat leon fr 2.0 tdi 170 ch,2008,29000,17500
875,23,97,URGENT seat leon 2.0 tdi 140 cv 2008 blanche,2008,30800,13800
876,23,97,Seat leon,2007,37000,13000
877,23,97,Seat Leon 1.9 Tdi Last edition,2006,114000,8100
878,23,97,Seat leon 1.9 tdi,2007,20000,12900
879,23,97,Seat leon bleu tdi 1.9 110ch,2002,151000,4500
880,23,98,Seat toledo 2.0 tdi super prix,2006,112000,8390
881,23,98,Seat toledo style 2.0 tdi 140 cv,2009,10,19793
882,23,98,Seat toledo style 2.0 tdi 140 cv,2009,10,19793
883,23,98,Seat toledo style 2.0 tdi 140 cv,2009,10,19793
884,24,99,Skoda Fabia RS 1.9L TDI 175ch,2005,115000,10000
885,24,99,Skoda Fabia combi pack clim,2005,74500,6300
886,24,100,Subaru impreza wrx 225 cv,2003,118165,12400
887,24,101,Skoda octavia tdi,2006,58772,10900
888,24,101,Skoda octavia 1.9 tdi 110,2001,114000,6000
889,24,101,Skoda Octavia 2.0 TDI 140 Confort,2005,95000,10900
890,24,102,Skoda roomster tdi,2007,29000,14190
891,24,102,Skoda roomster tdi,2007,29000,14190
892,25,103,Toyota auris 2.0 D4-D 126cv linÃ©a sol,2007,21500,12990
893,25,104,Subaru impreza WRX,2008,15000,12600
894,25,104,Subaru Impreza 2.0 GT Turbo 217 CV 5P,2000,124000,9840
895,25,104,Subaru Impreza 2.0 GT Turbo 217 CV 5P,2000,124000,9840
896,25,105,Suzuki vitara 2.0 td modele 1999,1998,230000,3800
897,26,106,Belle Toyota avensis II 2.0 D4D 116 ch Sol,2003,76000,11000
898,27,107,Volkswagen bora break 1.9l tdi 115cv bv6,2002,154000,7000
899,27,107,Volkswagen bora break 1.9l tdi 115cv bv6,2002,154000,7000
900,26,108,Toyota corolla verso 7 places 2.2 diesel 136cv,2007,56500,15400
901,26,109,TOYOTA Land cruiser 3L D4-D VX 165 CV cuir 09/2002,2002,168000,11100
902,27,110,Volkswagen GOLF V 1.9 L TDI 105 SPORT GOLF 5 PORTE,2004,58500,12450
903,27,110,Volkswagen Golf 1.9 TDI 105 CH confort ling,2007,130000,11800
904,27,110,Golf gtd 2.0l 170 dsg6,2009,6700,28650
905,27,110,Golf gtd 2.0l 170 dsg6,2009,6700,28650
906,27,110,Golf v plus 1.9 tdi 105 confort gps - echange,2006,82000,11900
907,27,110,Golf v plus 1.9 tdi 105 confort gps - echange,2006,82000,11900
908,27,110,Volkswagen golf 5 break 1.9 tdi confortline 105 cv,2010,1,20000
909,27,110,Golf iv tdi 110cv 1.9 tdi 105 000km,2002,100000,6590
910,27,110,Golf 5 TDI 105 Goal,2006,70000,13900
911,27,110,Golf iv tdi 110cv 1.9 tdi 105 000km,2002,100000,6590
912,27,110,Volkswagen golf 5 2.0 tdi 140 sport,2004,165800,8500
913,27,110,Volkswagen golf 5 2.0 tdi 140 sport,2004,165800,8500
914,27,110,Golf 5 tdi confortline 2008,2008,46000,16000
915,27,110,Volkswagen Golf Plus 2.0L TDI - 04/09 - 7240km,2009,7240,21300
916,27,110,Volkswagen Golf Plus 2.0L TDI - 04/09 - 7240km,2009,7240,21300
917,27,110,Golf VI TDI 110 FAP Carat Pack Hiver : TARIF -15%,2009,10,22990
918,27,110,Golf 6 cofort 2.0tdi 110 cv 01/2009 pdc av+ar+clim,2009,19757,18990
919,27,110,Golf V GT TDI 170cv,2007,45000,17900
920,27,110,Golf V 2.0 TDI 140 cv Sport,2005,80000,12700
921,27,110,Golf 4 iv 1.9tdi 90cv (echange possible),1998,145000,6000
922,27,110,Golf 4 2003 match 2 nickel,2003,210000,7500
923,27,111,Volkswagen Jetta 1.9 TDI Comfortline Alu/,2008,31000,14990
924,27,111,Volkswagen Jetta TDI 136cv,2006,111500,11500
925,27,112,T 5 multivan 174cv haut de gamme,2003,195860,19600
926,27,113,NEW BEETLE - 1.9 TDI 90 - modele 2000,1999,205000,5900
927,27,113,Volkswagen New Beetle 2.0i HIGHLINE 115CH 73 700KM,2000,73700,8290
928,27,113,Volkswagen New Beetle 2.0i HIGHLINE 115CH 73 700KM,2000,73700,8290
929,27,113,VW New Beetle 1.9TDI / Noire / Pack Sunsea / 105ch,2007,50560,13000
930,27,114,MITSUBISHI OUTLANDER ETAT NEUF et GARANTIE,2008,59500,20500
931,27,115,Volkswagen Passat CC 2.0 TDI Sportline&virgule,2009,28000,24990
932,27,115,Volkswagen Passat CC 2.0 TDI Sportline&virgule,2009,28000,24990
933,27,115,"PASSAT 2.0TDI-140 ""1ere MAIN""",2006,120000,11190
934,27,115,VW PASSAT VI TDI 140 BV6 Cft. 1Â°MAIN+carnet VW,2005,137000,9990
935,27,115,VOLKSWAGEN PASSAT 2.0 TDI 140ch CONFORTLINE,2009,12500,19490
936,27,115,Volkswagen Passat 1.9 TDI 130 ch,2001,210000,5700
937,27,115,Volkswagen Passat 1.9 TDI 130 ch,2001,210000,5700
938,27,115,Volkswagen Passat 1.9 TDI 130 ch,2001,210000,5700
939,27,115,Volkswagen passat 2.0 tdi comfortline 140 cv,2009,1,22700
940,27,115,Volkswagen Passat 1.9 tdi 105 cv bvm5 confortline,2008,40105,15990
941,27,115,Vw passat 2.0 tdi 140ch confortline,2006,123000,13300
942,27,115,Vw passat 2.0 tdi 140ch confortline,2006,123000,13300
943,27,115,Passat Carat TDI 140,2007,48058,18800
944,27,115,Passat Carat TDI 140,2007,48058,18800
945,27,115,Volkswagen passat break tdi carat diesel,2006,57000,19890
946,27,115,Volkswagen passat business line 2 - tdi 130 ch,2004,168000,7600
947,27,115,VOLKSWAGEN PASSAT TDI 105ch CONFORTLINE,2009,22000,18990
948,27,115,Passat III 2.0 tdi confort - 2006,2006,79000,12200
949,27,116,POLO SPORT 1.9TDI 100CH&virgule,2007,60000,11900
950,27,116,POLO SPORT 1.9TDI 100CH&virgule,2007,60000,11900
951,27,116,Cross polo 1.9l TDI 100 ch,2006,69000,12250
952,27,117,Scirocco sportline 2.0 TDI 140 ch,2009,6500,24000
953,27,117,Volkswagen Scirocco 2.0L TDI 140ch - 04/2009,2009,27500,22800
954,27,117,Volkswagen Scirocco 2.0L TDI 140ch - 04/2009,2009,27500,22800
955,27,117,VW Scirocco 2.0 TSI DSG Blanc,2008,9000,25000
956,27,117,VW SCIROCCO 2.0 PACK SPORT 200 Cv 2009,2009,25900,22500
957,27,117,VW Scirocco 2&virgule,2009,8400,28200
958,27,118,Volkswagen Sharan 1.9 TDi 110CV 7 places,2000,215742,5500
959,27,119,Volkswagen tiguan r-line blanc tdi 140,2009,11000,36000
960,27,119,Volkswagen tiguan r-line blanc tdi 140,2009,11000,36000
961,27,119,Tiguan carat 2.0 tdi 170 ch,2008,65000,26900
962,27,120,Volkswagen Touran - 1.9 tdi 105 match 7pl,2006,79300,15000
963,27,120,Volkswagen touran tdi match,2006,101200,13990
964,27,120,Volkswagen Touran,2005,53000,12500
965,27,120,Volkswagen Touran,2005,53000,12500
966,27,120,Volkswagen touran 1.9 tdi 105 ch carrat,2005,155000,9900
967,27,120,Volkswagen touran 1.9 tdi 105 ch carrat,2005,155000,9900
968,27,120,VOLKSWAGEN TOURAN 2.0 tdi 140 cv bvm6 CONFORT,2004,141505,9550
969,27,120,VOLKSWAGEN TOURAN 2.0 tdi 140 cv bvm6 CONFORT,2004,141505,9550
970,27,120,Touran 1.9 tdi 105 cv,2003,142000,12600
971,27,120,Touran 2.0 tdi 140 cv boite dsg,2005,94000,11500
972,27,120,Touran TDI 140 CV - DSG - SPORT 7 pl. Pack Hiver,2005,145000,12000
973,27,120,TOURAN SPORT TDI 140ch 7 places,2008,47500,23000
974,27,120,Touran dsg 2.0 tdi 140,2007,127600,13500
975,27,121,Volkswagen Jetta TDI 136cv,2006,111500,11500
976,27,121,Volkswagen jetta 2.0 tdi comfortline 140cv bva,2009,1,23800
977,28,122,Volvo c30 2.0 d 136cv momentum,2007,50500,15990
978,28,123,VOLVO C70 CC 2.0d 136 ch premium edition,2009,2500,28990
979,28,124,Volvo s40,2001,147000,7000
980,28,124,Volvo s40,2001,147000,7000
981,28,124,Volvo S40 2.0 turbo 1998,1998,220000,2200
982,28,125,Volvo S60 2.4 D Momentum &virgule,2007,39050,15700
983,28,126,VOLVO V40 SUMMUN :1&virgule,1999,200000,5300
